"Region","CancerSiteICD10Code","CancerSite","Sex","SexQF","Year","IncidencesAgeUnder5","IncidencesAge5To9","IncidencesAge10To14","IncidencesAge15To19","IncidencesAge20To24","IncidencesAge25To29","IncidencesAge30To34","IncidencesAge35To39","IncidencesAge40To44","IncidencesAge45To49","IncidencesAge50To54","IncidencesAge55To59","IncidencesAge60To64","IncidencesAge65To69","IncidencesAge70To74","IncidencesAge75To79","IncidencesAge80To84","IncidencesAge85To89","IncidencesAge90AndOver","IncidencesAllAges","IncidenceRateAgeUnder5","IncidenceRateAge5To9","IncidenceRateAge10To14","IncidenceRateAge15To19","IncidenceRateAge20To24","IncidenceRateAge25To29","IncidenceRateAge30To34","IncidenceRateAge35To39","IncidenceRateAge40To44","IncidenceRateAge45To49","IncidenceRateAge50To54","IncidenceRateAge55To59","IncidenceRateAge60To64","IncidenceRateAge65To69","IncidenceRateAge70To74","IncidenceRateAge75To79","IncidenceRateAge80To84","IncidenceRateAge85To89","IncidenceRateAge90AndOver","CrudeRate","CrudeRateLower95pcConfidenceInterval","CrudeRateUpper95pcConfidenceInterval","EASR","EASRLower95pcConfidenceInterval","EASRLower95pcConfidenceIntervalQF","EASRUpper95pcConfidenceInterval","EASRUpper95pcConfidenceIntervalQF","WASR","WASRLower95pcConfidenceInterval","WASRLower95pcConfidenceIntervalQF","WASRUpper95pcConfidenceInterval","WASRUpper95pcConfidenceIntervalQF","StandardisedIncidenceRatio","SIRLower95pcConfidenceInterval","SIRUpper95pcConfidenceInterval"
"North of Scotland","C33-C34","Trachea, bronchus and lung","Male",NA,"2017-2021",0,0,0,0,1,1,4,4,12,44,78,178,309,480,635,591,451,272,98,3158,0,0,0,0,0.46732684372123,0.436231656458846,1.77477249635062,1.8450695129939,5.90150389991049,19.6845109741149,31.2366093061068,71.116083022034,136.505804809952,235.504224357024,342.251638496033,476.609059604358,536.713078662382,592.799232848052,499.159578261091,91.6886210298508,88.518363216001,94.9434164628866,93.5202938563253,90.2492614550504,NA,96.8487413209592,NA,35.8748521752,34.5329781648794,NA,37.2419458824649,NA,85.6136357647193,82.6534287651307,88.6527791999977
"North of Scotland","C33-C34","Trachea, bronchus and lung","Females",NA,"2017-2021",0,0,0,0,0,0,2,3,16,47,105,186,326,499,549,550,439,261,104,3087,0,0,0,0,0,0,0.904236801533586,1.36136535869708,7.78983037644355,19.9213319317758,40.2061618814952,71.5902267793635,140.107186295282,235.178787721688,274.810535905573,373.420600596115,393.372700472226,362.369144475606,242.19841639497,87.2340942602961,84.1836732020036,90.3668013111484,77.2721025655696,74.5604551429168,NA,80.031506265826,NA,32.1168801908939,30.8553848144489,NA,33.4032962688029,NA,81.8119786808965,78.9511593566982,84.7499694358996
"North of Scotland","C45","Mesothelioma","All","d","2017-2021",0,0,0,0,0,0,1,0,0,1,1,6,10,29,49,56,45,26,4,228,0,0,0,0,0,0,0.223933070883774,0,0,0.217649645013429,0.195747962753078,1.17622381186692,2.17844515655396,6.97120411926048,12.7170330383328,20.6422694700835,23.0027245449294,22.0507166482911,6.39253352084765,3.26506296702573,2.85497428122492,3.71751961966293,3.35397774746634,2.92907459248339,NA,3.80723977687807,NA,1.10936271809628,0.960157233772611,NA,1.2691866307648,NA,82.7388270822557,72.3469120700405,94.2043740327537
"North of Scotland","C45","Mesothelioma","Male",NA,"2017-2021",0,0,0,0,0,0,0,0,0,1,0,5,8,19,44,47,42,25,4,195,0,0,0,0,0,0,0,0,0,0.447375249411702,0,1.99764278151781,3.53413086886607,9.32204221413222,23.7150741635047,37.9029201377408,49.982149232417,54.4852236073577,20.3738603371874,5.66158362913898,4.89479318033348,6.51442223774993,5.85836442414424,5.05856999171623,NA,6.71599835147214,NA,1.85233276306426,1.58578949860425,NA,2.1392777147954,NA,82.5824829104566,71.3977220233314,95.0223821390938
"North of Scotland","C45","Mesothelioma","Females",NA,"2017-2021",0,0,0,0,0,0,1,0,0,0,1,1,2,10,5,9,3,1,0,33,0,0,0,0,0,0,0.452118400766793,0,0,0,0.382915827442811,0.38489369236217,0.859553290155106,4.71300175794966,2.50282819586132,6.11051891884552,2.6881961307897,1.38838752672646,0,0.932531619886548,0.641911858601356,1.3096211058799,0.849591070788443,0.584309175376963,NA,1.16374268746696,NA,0.366392673128307,0.241984933998936,NA,0.516194985975846,NA,83.6748998976877,57.5979509607854,117.510669452401
"North of Scotland","C60","Penis","Male",NA,"2017-2021",0,0,0,0,0,0,0,3,1,2,2,11,9,17,17,10,10,9,0,91,0,0,0,0,0,0,0,1.38380213474543,0.491791991659208,0.894750498823403,0.800938700156584,4.39481411933918,3.97589722747433,8.34077461264461,9.16264229044498,8.06445109313634,11.900511722004,19.6146804986488,0,2.64207236026486,2.12723185424212,3.24387939016753,2.60539234665542,2.09579393144893,NA,3.16961473540099,NA,1.18340368369801,0.933726879243723,NA,1.46221604438844,NA,87.5852317526871,70.5181651144549,107.535256202108
"North of Scotland","C61","Prostate","Male",NA,"2017-2021",0,0,0,0,0,0,0,1,2,29,136,383,732,1107,1351,1083,545,268,111,5748,0,0,0,0,0,0,0,0.461267378248476,0.983583983318416,12.9738822329393,54.4638316106477,153.019437064264,323.372974501246,543.131617423388,728.160572611245,873.380053386666,648.57788884922,584.081597070874,565.37462435695,166.886065129697,162.599335561333,171.257201874773,166.015308588791,161.712516502643,NA,170.373809388941,NA,68.3702410890485,66.5102213197279,NA,70.2555554972068,NA,102.761261892336,100.121678176979,105.452819917141
"North of Scotland","C62","Testis","Male",NA,"2017-2021",1,0,1,7,13,37,41,44,32,31,19,16,10,7,4,2,2,0,0,267,0.577147276442002,0,0.522826609783132,3.77096251124555,6.07524896837599,16.1405712889773,18.1914180875939,20.2957646429329,15.7373437330947,13.8686327317627,7.60891765148754,6.39245690085699,4.41766358608259,3.43443660520661,2.15591583304588,1.61289021862727,2.38010234440081,0,0,7.7520145075903,6.84997436717481,8.73981264471051,7.90743075577736,6.98333971075422,NA,8.88810877710888,NA,7.30558539715429,6.42168148966604,NA,8.2456539030941,NA,104.644475537686,92.4678319935727,117.978766629999
"North of Scotland","C90","Multiple myeloma and malignant plasma cell neoplasms","All","d","2017-2021",0,1,0,0,0,1,1,1,10,9,29,54,56,69,130,114,98,48,24,645,0,0.266352725587441,0,0,0,0.2254501676222,0.223933070883774,0.228748676117037,2.44657894865609,1.95884680512086,5.67669091983925,10.5860143068023,12.1992928767022,16.5866580768611,33.7390672445563,42.0217628498127,50.0948223422908,40.7090153506912,38.3552011250859,9.23669128829647,8.53752251144813,9.97785724991589,8.94096240338225,8.25516376197429,NA,9.65373554605496,NA,3.63225926124987,3.32309917940377,NA,3.95497367799559,NA,96.3345965342868,89.0425760558718,104.064629037162
"North of Scotland","C90","Multiple myeloma and malignant plasma cell neoplasms","Male",NA,"2017-2021",0,0,0,0,0,0,1,1,6,9,23,34,43,38,86,58,54,25,14,392,0,0,0,0,0,0,0.443693124087656,0.461267378248476,2.95075194995525,4.02637724470531,9.21079505180071,13.5839709143211,18.9959534201551,18.6440844282644,46.3521904104864,46.7738163401908,64.2627632988219,54.4852236073577,71.3085111801559,11.3812347826794,10.2823171299549,12.5656114167344,11.5679181475045,10.4367662394891,NA,12.7564301858653,NA,4.80971310423137,4.3026399436152,NA,5.34462470770744,NA,101.234706998896,91.4599673758472,111.769593925872
"North of Scotland","C90","Multiple myeloma and malignant plasma cell neoplasms","Females",NA,"2017-2021",0,1,0,0,0,1,0,0,4,0,6,20,13,31,44,56,44,23,10,253,0,0.546851502474503,0,0,0,0.466589834873857,0,0,1.94745759411089,0,2.29749496465687,7.69787384724339,5.58709638600819,14.6103054496439,22.0248881235796,38.0210066061499,39.4268765849156,31.9329131147086,23.2883092687471,7.14940908579687,6.2955082589948,8.08682346782251,6.31400665925997,5.55663473637196,NA,7.11906235521517,NA,2.45480541826838,2.11028622627503,NA,2.82499256700732,NA,89.6138556811889,78.9106850357845,101.363822166
"North of Scotland","C82-C86","Non-Hodgkin lymphoma","All","d","2017-2021",0,5,5,4,7,12,14,21,23,39,84,102,155,193,235,216,194,101,37,1447,0,1.3317636279372,1.33766021825264,1.1076098333601,1.69701495070172,2.7054020114664,3.13506299237284,4.80372219845778,5.62713158190902,8.48833615552373,16.4428288712585,19.9958048017377,33.7658999265864,46.3945653454232,60.989852326698,79.6201822417505,99.1673013714736,85.6585531337461,59.1309350678408,20.7216934793256,19.667646198762,21.8175560651301,19.9311396835122,18.9073189979204,NA,20.9815750304291,NA,9.36525180731452,8.81260167835898,NA,9.93447147654189,NA,99.9052986762343,94.8234308024218,105.188770273387
"North of Scotland","C82-C86","Non-Hodgkin lymphoma","Male",NA,"2017-2021",0,4,3,2,5,7,6,13,12,19,53,52,85,110,138,122,101,54,16,802,0,2.07709124142551,1.56847982934939,1.07741786035587,2.33663421860615,3.05362159521192,2.66215874452594,5.99647591723018,5.90150389991049,8.50012973882233,21.2248755541495,20.7754849277852,37.550140481702,53.9697180818181,74.3790962400828,98.3863033362634,120.195168392241,117.688082991893,81.4954413487496,23.2850772849716,21.7012197590865,24.9539669614628,23.4811402734781,21.8697878534047,NA,25.148955550492,NA,10.8806701104849,10.0375797109053,NA,11.757274227149,NA,100.051069710894,93.2455677237166,107.221936928508
"North of Scotland","C82-C86","Non-Hodgkin lymphoma","Females",NA,"2017-2021",0,1,2,2,2,5,8,8,11,20,31,50,70,83,97,94,93,47,21,645,0,0.546851502474503,1.09577633013549,1.13954270151388,1.0075262208699,2.33294917436929,3.61694720613434,3.63030762319222,5.35550838380494,8.47716252415991,11.8703906507272,19.2446846181085,30.0843651554287,39.1179145909821,48.5548669997097,63.8209753746088,83.3340800544808,65.2542137561436,48.9054494643689,18.2267543886916,16.8470852870509,19.6892964962548,16.3811390935463,15.135081501741,NA,17.6757849160825,NA,7.84983350414415,7.14568922230184,NA,8.58659230225712,NA,99.7246367581721,92.1760081283291,107.726691172795
"North of Scotland","C15","Oesophagus","All","d","2017-2021",0,0,0,0,1,0,1,5,9,14,53,86,140,181,243,190,183,101,71,1278,0,0,0,0,0.242430707243102,0,0.223933070883774,1.14374338058518,2.20192105379048,3.04709503018801,10.3746420259131,16.8592079700925,30.4982321917555,43.509929158143,63.0661026186707,70.0362714163546,93.5444131493797,85.6585531337461,113.467469995046,18.3015371572758,17.3117778547619,19.3331352142801,17.7653178063227,16.7900868826771,NA,18.7676905135211,NA,7.17971927356728,6.7503720459616,NA,7.62211678019764,NA,100.424043871075,94.9930447826768,106.084620228331
"North of Scotland","C15","Oesophagus","Male",NA,"2017-2021",0,0,0,0,1,0,1,3,8,11,39,68,115,141,184,119,106,46,35,877,0,0,0,0,0.46732684372123,0,0.443693124087656,1.38380213474543,3.93433593327366,4.92112774352872,15.6183046530534,27.1679418286422,50.8031312399498,69.1793659048759,99.1721283201104,95.9669680083225,126.145424253243,100.252811437538,178.27127795039,25.4626094500251,23.8050761204521,27.2051314570883,25.7233045079744,24.0252512489462,NA,27.4785166269116,NA,10.8455023560992,10.0842631035808,NA,11.6340475542168,NA,100.867659188438,94.3015015717573,107.770491212853
"North of Scotland","C15","Oesophagus","Females",NA,"2017-2021",0,0,0,0,0,0,0,2,1,3,14,18,25,40,59,71,77,55,36,401,0,0,0,0,0,0,0,0.907576905798055,0.486864398527722,1.27157437862399,5.36082158419936,6.92808646251905,10.7444161269388,18.8520070317986,29.5333727111636,48.2052048042258,68.9970340236024,76.3613139699553,83.8379133674895,11.3316721083184,10.2495770497662,12.4969287688458,9.80733110467093,8.86675460721382,NA,10.7946403936411,NA,3.51393619103541,3.12590518211897,NA,3.92434125967335,NA,99.4673121052464,89.9688827571594,109.695718542308
"North of Scotland","C25","Pancreas","All","d","2017-2021",0,0,2,0,1,0,2,4,7,22,53,69,104,139,193,203,165,116,58,1138,0,0,0.535064087301056,0,0.242430707243102,0,0.447866141767549,0.914994704468148,1.71260526405927,4.78829219029544,10.3746420259131,13.5265738364696,22.6558296281612,33.4137025026623,50.0895382938413,74.8282268290525,84.3433233314079,98.3801204308371,92.6917360522909,16.2966739319091,15.3634711590567,17.2717387089643,15.5727933701595,14.669128078907,NA,16.5030873692025,NA,6.20231985528945,5.80166887425834,NA,6.61615865245315,NA,92.9853170981224,87.6606627476034,98.548827042821
"North of Scotland","C25","Pancreas","Male",NA,"2017-2021",0,0,1,0,1,0,1,2,2,9,35,30,51,76,107,105,80,53,21,574,0,0,0.522826609783132,0,0.46732684372123,0,0.443693124087656,0.922534756496951,0.983583983318416,4.02637724470531,14.0164272527402,11.9858566891069,22.5300842890212,37.2881688565289,57.6707485339772,84.6767364779316,95.2040937760324,115.508674047598,106.962766770234,16.6653795032091,15.3297338190236,18.0862381400005,17.1167617917109,15.7278006505536,NA,18.5636557097681,NA,6.70805768341405,6.11879338055751,NA,7.32402391094678,NA,90.8836115227108,83.5997507819384,98.6321758053288
"North of Scotland","C25","Pancreas","Females",NA,"2017-2021",0,0,1,0,0,0,1,2,5,13,18,39,53,63,86,98,85,63,37,564,0,0,0.547888165067746,0,0,0,0.452118400766793,0.907576905798055,2.43432199263861,5.51015564070394,6.89248489397061,15.0108540021246,22.7781621891103,29.6919110750828,43.0486449688148,66.5367615607623,76.1655570390416,87.468414183767,86.1667442943642,15.9378131398792,14.6494417183397,17.3091323240536,14.028824948608,12.8896848015693,NA,15.2155107070189,NA,5.69658202716485,5.16174458408867,NA,6.25740624759977,NA,95.2264979383593,87.5286351613081,103.419963523539
"North of Scotland","C43","Malignant melanoma of the skin","All","d","2017-2021",0,1,1,1,11,20,45,63,63,86,133,174,161,194,257,237,176,127,44,1794,0,0.266352725587441,0.267532043650528,0.276902458340025,2.66673777967412,4.50900335244399,10.0769881897698,14.4111665953733,15.4134473765334,18.7178694711549,26.0344790461593,34.1104905441407,35.0729670205188,46.6349516943632,66.6995406296229,87.3610332930318,89.9662115535018,107.709269782037,70.3178687293241,25.690890187913,24.5156916502908,26.9078667079197,25.1827567701353,24.0181744215011,NA,26.3745221395016,NA,12.880919316042,12.2104198130211,NA,13.5690879404978,NA,96.446035888112,92.0342292318954,101.014681048519
"North of Scotland","C43","Malignant melanoma of the skin","Male",NA,"2017-2021",0,0,0,0,5,7,15,24,21,31,59,86,86,104,142,143,112,71,27,933,0,0,0,0,2.33663421860615,3.05362159521192,6.65539686131484,11.0704170779634,10.3276318248434,13.8686327317627,23.6276916546192,34.3594558421063,37.9919068403103,51.0259152773553,76.5350120731287,115.32165063185,133.285731286445,154.738035044896,137.523557276015,27.088500133265,25.3779909314929,28.8839690191454,27.665992664993,25.8996007357157,NA,29.4898285985075,NA,12.651004619674,11.7571327657878,NA,13.5771610218573,NA,97.2832074027745,91.1402382231706,103.731293164298
"North of Scotland","C43","Malignant melanoma of the skin","Females",NA,"2017-2021",0,1,1,1,6,13,30,39,42,55,74,88,75,90,115,94,64,56,17,861,0,0.546851502474503,0.547888165067746,0.569771350756941,3.02257866260969,6.06566785336015,13.5635520230038,17.6977496630621,20.4483047381643,23.3121969414398,28.3357712307681,33.8706449278709,32.2332483808165,42.4170158215469,57.5650485048104,63.8209753746088,57.3481841235137,77.7497014966818,39.5901257568701,24.3305977188581,22.7323543468809,26.0115690544786,22.6995208752776,21.1985901477501,NA,24.2510615867892,NA,13.11083401241,12.1212043963424,NA,14.1387448180359,NA,95.554973015645,89.2780987667504,102.156749612806
"North of Scotland","C44","Non-melanoma skin cancer","All","d","2017-2021",1,0,1,0,9,17,54,107,187,333,582,850,1196,1596,2148,2267,2277,1613,891,14129,0.297638535856514,0,0.267532043650528,0,2.18187636518792,3.83265284957739,12.0923858277238,24.476108344523,45.751026339869,72.4773317894718,113.925314322291,166.631706681147,260.542040723854,383.656612908266,557.473203394669,835.643301583557,1163.93786197343,1367.99253668052,1423.93684176881,202.333660794327,199.010980267046,205.69790701395,200.776657857964,197.41981026115,NA,204.161412438507,NA,78.2583051527973,76.8013583932322,NA,79.7287521451821,NA,89.1182150229083,87.6547345692843,90.6000031584728
"North of Scotland","C44","Non-melanoma skin cancer","Male",NA,"2017-2021",0,0,1,0,2,8,32,48,81,158,303,487,702,965,1372,1480,1501,987,513,8640,0,0,0.522826609783132,0,0.93465368744246,3.48985325167077,14.198179970805,22.1408341559268,39.8351513243958,70.6852894070488,121.342213073722,194.570406919835,310.119983742998,473.461617717768,739.479130734736,1193.53876178418,1786.26680947281,2151.07662801848,2612.94758824428,250.851705414158,245.589835573653,256.197913480762,264.059818731754,258.426687004998,NA,269.752842022674,NA,96.7748719288564,94.5285168125804,NA,99.0472394502578,NA,90.2259594250554,88.3333780932062,92.1488754016439
"North of Scotland","C44","Non-melanoma skin cancer","Females",NA,"2017-2021",1,0,0,0,7,9,22,59,106,175,279,363,494,631,776,787,776,626,378,5489,0.614582821180982,0,0,0,3.52634177304464,4.19930851386472,9.94660481686944,26.7735187210426,51.6076262439385,74.1751720863992,106.833515856544,139.716410327468,212.309662668311,297.390410926623,388.438935997677,534.330932125714,695.346732497603,869.130591730764,880.29809035864,155.111092774462,151.034518638597,159.269828823402,137.493496984174,133.859861383764,NA,141.175114974762,NA,59.7417383767383,57.8946473128216,NA,61.6174299540837,NA,87.4286216459229,85.1308539533547,89.7727000354467
"North of Scotland","C44, M-8090-8098","Basal cell carcinoma of the skin","All","d","2017-2021",0,0,0,0,6,16,45,100,176,301,517,713,960,1237,1483,1391,1213,719,323,9200,0,0,0,0,1.45458424345861,3.60720268195519,10.0769881897698,22.8748676117037,43.0597894963473,65.5125431490421,101.201696743341,139.774596310186,209.13073502918,297.3579136388,384.884897874439,512.73922915868,620.051219399987,609.787125773895,516.197081808448,131.74815480981,129.069597353191,134.468306131473,127.271989663627,124.653932806817,NA,129.916876871693,NA,56.2199493852842,54.9352917279222,NA,57.5192487155571,NA,88.9130490578292,87.1053674937999,90.7488011278059
"North of Scotland","C44, M-8090-8098","Basal cell carcinoma of the skin","Male",NA,"2017-2021",0,0,0,0,0,7,24,43,75,141,262,387,534,699,870,812,706,360,147,5067,0,0,0,0,0,3.05362159521192,10.6486349781037,19.8344972646844,36.8843993744406,63.0799101670499,104.922969720512,154.617551289478,235.90323549681,342.953026719917,468.911693687478,654.833428762671,840.176127573486,784.587219945951,748.739367391637,147.114073071011,143.090972276108,151.221605372259,149.572181356701,145.435941028179,NA,153.765610558789,NA,63.2233805743465,61.3215226298196,NA,65.1538782491013,NA,89.3393730915659,86.8962261145439,91.833793598635
"North of Scotland","C44, M-8090-8098","Basal cell carcinoma of the skin","Females",NA,"2017-2021",0,0,0,0,6,9,21,57,101,160,255,326,426,538,613,579,507,359,176,4133,0,0,0,0,3.02257866260969,4.19930851386472,9.49448641610265,25.8659418152446,49.1733042512999,67.8173001932793,97.6435359979169,125.475343710067,183.084850803038,253.559494577691,306.846736812598,393.110050445728,454.30514610346,498.431122094799,409.874243129949,116.792520757306,113.258701728942,120.408558438156,104.971797970554,101.778628466649,NA,108.213600196863,NA,49.2165181962219,47.4980984389337,NA,50.9650474103467,NA,88.395901421916,85.7212856464477,91.1327454278653
"North of Scotland","C44, M-8050-8078, M-8083-8084","Squamous cell carcinoma of the skin","All","d","2017-2021",0,0,0,0,1,0,8,6,8,31,61,132,231,355,649,845,1035,866,557,4785,0,0,0,0,0.242430707243102,0,1.79146456707019,1.37249205670222,1.95726315892488,6.7471389954163,11.9406257279377,25.8769238610723,50.3220831163965,85.3371538737058,168.435804936285,311.477101825366,529.062664533377,734.458485285387,890.160292778035,68.523360952711,66.5954225364002,70.4929495993238,71.4471272454443,69.3832802109914,NA,73.5407999473321,NA,21.2855315301339,20.6224614945122,NA,21.9589473753701,NA,89.5398763996737,87.0206279987994,92.1135494000045
"North of Scotland","C44, M-8050-8078, M-8083-8084","Squamous cell carcinoma of the skin","Male",NA,"2017-2021",0,0,0,0,1,0,8,4,3,19,38,96,163,265,492,651,772,609,363,3484,0,0,0,0,0.46732684372123,0,3.54954499270125,1.8450695129939,1.47537597497762,8.50012973882233,15.2178353029751,38.3547414051419,72.0079164531463,130.017957197107,265.177647464643,524.995766163176,918.719504938712,1327.26004707523,1848.92782559976,101.153627507283,97.8223619380082,104.569406546993,111.74084920195,107.97900823096,NA,115.56620298611,NA,32.6005603577077,31.4383722151252,NA,33.7835478113122,NA,91.7329962411808,88.7119778212268,94.830657230035
"North of Scotland","C44, M-8050-8078, M-8083-8084","Squamous cell carcinoma of the skin","Females",NA,"2017-2021",0,0,0,0,0,0,0,2,5,12,23,36,68,90,157,194,263,257,194,1301,0,0,0,0,0,0,0,0.907576905798055,2.43432199263861,5.08629751449595,8.80706403118466,13.8561729250381,29.2248118652736,42.4170158215469,78.5888053500455,131.715630028448,235.665194132564,356.8155943687,451.793199813694,36.7643526506787,34.7935229843517,38.8177358705387,31.1534052889389,29.4753909221444,NA,32.8772181232748,NA,9.97050270256009,9.33945858546084,NA,10.6218846778518,NA,84.1521812711205,79.6410283912887,88.8522960420395
"North of Scotland","C16","Stomach","All","d","2017-2021",0,0,0,0,0,1,3,5,10,17,40,60,59,100,134,140,143,103,41,856,0,0,0,0,0,0.2254501676222,0.671799212651323,1.14374338058518,2.44657894865609,3.70004396522829,7.82991851012311,11.7622381186692,12.8528264236684,24.0386348940016,34.7771923905427,51.6056736752086,73.0975468872202,87.3547621066915,65.5234685886884,12.2583065779562,11.4507669602279,13.1077712587894,11.8892119419367,11.096982073598,NA,12.7083693800318,NA,4.66400505358927,4.31722900714308,NA,5.02398658470141,NA,97.8772659586698,91.4294120537353,104.659873324512
"North of Scotland","C16","Stomach","Male",NA,"2017-2021",0,0,0,0,0,1,1,3,4,10,20,41,38,74,94,96,87,60,11,540,0,0,0,0,0,0.436231656458846,0.443693124087656,1.38380213474543,1.96716796663683,4.47375249411702,8.00938700156584,16.380670808446,16.7871216271139,36.3069012550413,50.6640220765781,77.4187304941089,103.534451981435,130.764536657658,56.0281159272653,15.6782315883849,14.3835864254344,17.0581260545336,15.9723129257175,14.6417789687776,NA,17.3598825541833,NA,6.19437566875458,5.63387738291057,NA,6.78107281943196,NA,97.9070972299062,89.8223238208234,106.524233729174
"North of Scotland","C16","Stomach","Females",NA,"2017-2021",0,0,0,0,0,0,2,2,6,7,20,19,21,26,40,44,56,43,30,316,0,0,0,0,0,0,0.904236801533586,0.907576905798055,2.92118639116633,2.96700688345597,7.65831654885623,7.31298015488122,9.02530954662862,12.2538045706691,20.0226255668906,29.8736480476892,50.1796611080744,59.7006636492378,69.8649278062413,8.92969672376209,7.97217107407042,9.9705560850701,7.80611095815578,6.96429552950964,NA,8.69526145118284,NA,3.13363443842397,2.73429936871291,NA,3.55979112906594,NA,97.8263305228149,87.3364758739387,109.229120007941
"South East of Scotland","C00-C97, excluding C44","All cancer types","All","d","2017-2021",84,51,48,80,150,238,469,690,934,1522,2793,3796,4806,6483,7348,6593,5101,3139,1625,45950,22.1250592635516,12.0568801049658,11.701124039228,20.348208721751,29.6460264442556,42.7866706936474,86.5401470628938,136.175520377976,200.962641174104,298.772910994333,508.367218414069,709.648111001228,1019.40820871779,1544.9692579,1865.60911579065,2402.0490101066,2591.43166311896,2685.75242136966,2629.23711673813,595.954512912564,590.517786968155,601.428836188538,614.147667640085,608.478045183584,NA,619.843218570668,NA,285.917253357936,282.976034295115,NA,288.873468930539,NA,96.4735250013028,95.5934240792378,97.3597122051698
"South East of Scotland","C00-C97, excluding C44","All cancer types","Male",NA,"2017-2021",50,27,22,48,73,91,158,218,272,520,1008,1758,2454,3477,4083,3629,2623,1472,654,22637,25.5992791242999,12.4790282996631,10.4972850203743,23.9246373922145,29.3542861278882,33.674269897423,59.8405514420437,88.4768986006039,118.510256365569,208.842051150238,376.203627677838,671.982386263732,1068.68034960741,1720.40989000658,2181.8939673277,2919.69041144383,3122.8421077696,3279.05370787017,3329.09137185034,603.494493582622,595.658156194418,611.408165635831,655.825470705122,647.202364273734,NA,664.504853857836,NA,285.969667596868,281.858110778728,NA,290.110584255973,NA,95.295954222157,94.0585423535208,96.5455777692334
"South East of Scotland","C00-C97, excluding C44","All cancer types","Females",NA,"2017-2021",34,24,26,32,77,147,311,472,662,1002,1785,2038,2352,3006,3265,2964,2478,1667,971,23313,18.4439791257554,11.6148515234814,12.958597281685,16.6212180236333,29.9280172882884,51.3964449044096,111.90673239538,181.324359314194,281.406351621912,384.75568781799,634.179616721025,745.703423722736,972.620243899413,1381.96095017861,1579.31651631315,1973.63164202956,2195.89355499039,2315.76022782524,2303.13092979127,588.811297256381,581.27692995241,596.418927361912,572.469864575049,565.122872562985,NA,579.863650221812,NA,285.864839119004,281.666633783626,NA,290.093670766204,NA,97.6451371986098,96.3956803139865,98.9067435721154
"South East of Scotland","C67","Bladder","All","d","2017-2021",0,0,0,0,0,1,1,2,7,17,25,60,71,135,186,214,207,134,75,1135,0,0,0,0,0,0.179775927284233,0.184520569430477,0.394711653269495,1.50614399166887,3.33714815171068,4.55036894391397,11.2167773077117,15.0599215187188,32.1719651112912,47.2241828439114,77.967312022268,105.161018283793,114.651425442349,121.349405387914,14.7205304060013,13.8764860340431,15.6024885112415,16.0657309314714,15.1273538826504,NA,17.0319461749064,NA,5.64172745655322,5.28506732709274,NA,6.00986858210197,NA,96.1369736860244,90.6246810349593,101.896873690789
"South East of Scotland","C67","Bladder","Male",NA,"2017-2021",0,0,0,0,0,1,0,1,5,9,12,43,51,108,132,158,137,87,40,784,0,0,0,0,0,0.370046921949703,0,0.405857333030293,2.1784973596612,3.61457396221565,4.47861461521236,16.4364292430833,22.2097383170244,53.4380983953727,70.5388203985443,127.117962250792,163.10688858728,193.802766701566,203.614151183507,20.9011654799124,19.4635229180192,22.4168974700547,23.7421931927922,22.082997399168,NA,25.4606354074664,NA,8.25589727583287,7.64349566073951,NA,8.89156284174759,NA,95.5822199836154,89.0077986796576,102.51374868986
"South East of Scotland","C67","Bladder","Females",NA,"2017-2021",0,0,0,0,0,0,1,1,2,8,13,17,20,27,54,56,70,47,35,351,0,0,0,0,0,0,0.359828721528552,0.384161778208039,0.85017024659188,3.07190169914563,4.61867507976097,6.22029352467444,8.27058030526712,12.4128229057959,26.1203956756234,37.2885870288987,62.0308913839092,65.2913801486421,83.0170777988615,8.86512955591257,7.9618516211252,9.84281904930674,8.38926867015054,7.53176810578867,NA,9.29233142581718,NA,3.02755763727357,2.67007997603278,NA,3.40716751379873,NA,97.3996423558578,87.4754841987387,108.141347413982
"South East of Scotland","C40-C41","Bone and articular cartilage","All","d","2017-2021",2,4,4,6,2,3,4,1,2,4,4,10,4,9,8,6,2,1,0,76,0.526787125322657,0.945637655291434,0.975093669935668,1.52611565413132,0.395280352590074,0.539327781852699,0.738082277721909,0.197355826634748,0.430326854762535,0.785211329814278,0.728059031026236,1.86946288461862,0.848446282744724,2.14479767408608,2.03114764920049,2.1859994024935,1.01604848583374,0.855607652554844,0,0.985691903837973,0.776613109137541,1.23374040199799,0.990153246385707,0.779584872220908,NA,1.22551389412212,NA,0.871759747848256,0.654611748982994,NA,1.11953356609771,NA,102.918305153061,81.0879186902839,128.817605864561
"South East of Scotland","C40-C41","Bone and articular cartilage","Male",NA,"2017-2021",0,1,1,5,2,3,2,1,1,2,3,9,2,4,4,1,2,0,0,43,0,0.462186233320854,0.477149319107922,2.49214972835568,0.804227017202416,1.11014076584911,0.757475334709414,0.405857333030293,0.43569947193224,0.803238658270145,1.11965365380309,3.44018286483139,0.870970130079389,1.97918882945825,2.1375400120771,0.804544064878433,2.38112246112818,0,0,1.14636494341356,0.829629993704782,1.5441460557017,1.12965339674106,0.816656131117129,NA,1.49263822263656,NA,0.961247528690757,0.664396281374387,NA,1.31205914872024,NA,106.328285623729,76.950307525961,143.223502950555
